,estimator,min_score,mean_score,max_score,std_score,C,gamma,kernel,n_neighbors,weights,max_depth,max_features,min_samples_split,n_estimators,learning_rate,min_samples_leaf,loss,alpha,l1_ratio,max_iter
1524,DecisionTreeRegressor,0.571865073,0.663385554,0.776152047,0.084742106,NAN,NAN,NAN,,,432,,,,,,,,,
2103,DecisionTreeRegressor,0.609492369,0.663370939,0.764010807,0.071222427,NAN,NAN,NAN,,,625,,,,,,,,,
3403,ElasticNet,0.609345562,0.663343292,0.701155329,0.039189631,NAN,NAN,NAN,,,,,,,,,,1,0.5,10
1266,DecisionTreeRegressor,0.559213864,0.663202396,0.768726818,0.0855402,NAN,NAN,NAN,,,346,,,,,,,,,
1843,DecisionTreeRegressor,0.58981883,0.663094644,0.80939637,0.103450993,NAN,NAN,NAN,,,539,sqrt,,,,,,,,
1614,DecisionTreeRegressor,0.526964847,0.66290031,0.769305062,0.101114596,NAN,NAN,NAN,,,462,,,,,,,,,
2580,DecisionTreeRegressor,0.568757348,0.662867405,0.771467318,0.083387849,NAN,NAN,NAN,,,784,,,,,,,,,
3406,ElasticNet,0.609464518,0.662858427,0.701286746,0.038951311,NAN,NAN,NAN,,,,,,,,,,1,0.6,10
829,DecisionTreeRegressor,0.549458333,0.662834563,0.81919809,0.114238974,NAN,NAN,NAN,,,201,sqrt,,,,,,,,
2513,DecisionTreeRegressor,0.615870702,0.662818244,0.713066512,0.039748606,NAN,NAN,NAN,,,762,log2,,,,,,,,
2643,DecisionTreeRegressor,0.559859643,0.66275937,0.760130881,0.081853784,NAN,NAN,NAN,,,805,,,,,,,,,
2364,DecisionTreeRegressor,0.558766362,0.662756025,0.792392188,0.097086092,NAN,NAN,NAN,,,712,,,,,,,,,
1855,DecisionTreeRegressor,0.438581253,0.662584527,0.784114045,0.158585163,NAN,NAN,NAN,,,543,sqrt,,,,,,,,
2547,DecisionTreeRegressor,0.571330825,0.662578221,0.756602641,0.075662387,NAN,NAN,NAN,,,773,,,,,,,,,
2037,DecisionTreeRegressor,0.600831795,0.662452529,0.770063416,0.076359483,NAN,NAN,NAN,,,603,,,,,,,,,
1434,DecisionTreeRegressor,0.606028019,0.662353584,0.753374898,0.064964719,NAN,NAN,NAN,,,402,,,,,,,,,
880,DecisionTreeRegressor,0.552808399,0.662344287,0.752172342,0.082574388,NAN,NAN,NAN,,,218,sqrt,,,,,,,,
2937,DecisionTreeRegressor,0.57109124,0.662316706,0.764429797,0.079304707,NAN,NAN,NAN,,,903,,,,,,,,,
2847,DecisionTreeRegressor,0.536326576,0.662203846,0.773651376,0.097423229,NAN,NAN,NAN,,,873,,,,,,,,,
3409,ElasticNet,0.609656861,0.662182962,0.701463545,0.038632453,NAN,NAN,NAN,,,,,,,,,,1,0.7,10
1549,DecisionTreeRegressor,0.569273925,0.662180713,0.755640822,0.076084973,NAN,NAN,NAN,,,441,sqrt,,,,,,,,
1263,DecisionTreeRegressor,0.604828715,0.662114067,0.763058125,0.071594686,NAN,NAN,NAN,,,345,,,,,,,,,
1780,DecisionTreeRegressor,0.652893121,0.661972105,0.673719339,0.008709095,NAN,NAN,NAN,,,518,sqrt,,,,,,,,
1827,DecisionTreeRegressor,0.609740216,0.661715717,0.760229467,0.069695098,NAN,NAN,NAN,,,533,,,,,,,,,
2870,DecisionTreeRegressor,0.618197439,0.661658525,0.691295627,0.031402369,NAN,NAN,NAN,,,881,log2,,,,,,,,
1743,DecisionTreeRegressor,0.566565279,0.661567868,0.768976127,0.083098188,NAN,NAN,NAN,,,505,,,,,,,,,
3412,ElasticNet,0.610026724,0.661199988,0.70165575,0.038167335,NAN,NAN,NAN,,,,,,,,,,1,0.8,10
837,DecisionTreeRegressor,0.566519841,0.661139391,0.767214851,0.082332861,NAN,NAN,NAN,,,203,,,,,,,,,
678,DecisionTreeRegressor,0.605983958,0.660967053,0.755460371,0.067114791,NAN,NAN,NAN,,,150,,,,,,,,,
2667,DecisionTreeRegressor,0.569321888,0.660890568,0.780209238,0.08830219,NAN,NAN,NAN,,,813,,,,,,,,,
347,DecisionTreeRegressor,0.633847461,0.660650785,0.690773575,0.023358221,NAN,NAN,NAN,,,40,log2,,,,,,,,
522,DecisionTreeRegressor,0.606169843,0.660634285,0.754292506,0.066519146,NAN,NAN,NAN,,,98,,,,,,,,,
720,DecisionTreeRegressor,0.520920135,0.660523225,0.770212243,0.103947992,NAN,NAN,NAN,,,164,,,,,,,,,
1375,DecisionTreeRegressor,0.486759943,0.660405828,0.752514821,0.122862015,NAN,NAN,NAN,,,383,sqrt,,,,,,,,
264,DecisionTreeRegressor,0.596713258,0.660248916,0.775185404,0.081423219,NAN,NAN,NAN,,,12,,,,,,,,,
2511,DecisionTreeRegressor,0.589817453,0.660145752,0.759605721,0.072311846,NAN,NAN,NAN,,,761,,,,,,,,,
1186,DecisionTreeRegressor,0.552177765,0.659926207,0.731956151,0.077618406,NAN,NAN,NAN,,,320,sqrt,,,,,,,,
3214,DecisionTreeRegressor,0.567209681,0.65990779,0.7335686,0.069236967,NAN,NAN,NAN,,,996,sqrt,,,,,,,,
1079,DecisionTreeRegressor,0.59520537,0.659821906,0.72856631,0.054522562,NAN,NAN,NAN,,,284,log2,,,,,,,,
2436,DecisionTreeRegressor,0.578992049,0.659817529,0.748965073,0.069640265,NAN,NAN,NAN,,,736,,,,,,,,,
547,DecisionTreeRegressor,0.552057972,0.659765666,0.769340136,0.088714893,NAN,NAN,NAN,,,107,sqrt,,,,,,,,
2188,DecisionTreeRegressor,0.518825735,0.659726359,0.733705104,0.099673431,NAN,NAN,NAN,,,654,sqrt,,,,,,,,
3415,ElasticNet,0.610694039,0.659712854,0.701891235,0.037543981,NAN,NAN,NAN,,,,,,,,,,1,0.9,10
1187,DecisionTreeRegressor,0.48670849,0.659619239,0.823241062,0.137545765,NAN,NAN,NAN,,,320,log2,,,,,,,,
2030,DecisionTreeRegressor,0.59509222,0.659615464,0.7367006,0.058489795,NAN,NAN,NAN,,,601,log2,,,,,,,,
3186,DecisionTreeRegressor,0.499796692,0.659495426,0.781108835,0.117960444,NAN,NAN,NAN,,,986,,,,,,,,,
1412,DecisionTreeRegressor,0.537439633,0.659459071,0.775756354,0.097376494,NAN,NAN,NAN,,,395,log2,,,,,,,,
705,DecisionTreeRegressor,0.59820034,0.659430509,0.775467633,0.082092529,NAN,NAN,NAN,,,159,,,,,,,,,
1730,DecisionTreeRegressor,0.589844991,0.659372581,0.713651392,0.051681074,NAN,NAN,NAN,,,501,log2,,,,,,,,
1335,DecisionTreeRegressor,0.56690125,0.659157998,0.779862292,0.089237692,NAN,NAN,NAN,,,369,,,,,,,,,
1793,DecisionTreeRegressor,0.475456746,0.659001299,0.818633116,0.141117846,NAN,NAN,NAN,,,522,log2,,,,,,,,
1140,DecisionTreeRegressor,0.577694984,0.658845736,0.786184116,0.091166157,NAN,NAN,NAN,,,304,,,,,,,,,
2261,DecisionTreeRegressor,0.577800579,0.658788662,0.702030572,0.057311156,NAN,NAN,NAN,,,678,log2,,,,,,,,
1789,DecisionTreeRegressor,0.61958048,0.658693435,0.682581022,0.027882204,NAN,NAN,NAN,,,521,sqrt,,,,,,,,
675,DecisionTreeRegressor,0.594907213,0.658686728,0.765463054,0.075977488,NAN,NAN,NAN,,,149,,,,,,,,,
2394,DecisionTreeRegressor,0.582902523,0.658657319,0.7335686,0.06151206,NAN,NAN,NAN,,,722,,,,,,,,,
774,DecisionTreeRegressor,0.51665166,0.658585411,0.785058909,0.110120774,NAN,NAN,NAN,,,182,,,,,,,,,
405,DecisionTreeRegressor,0.595100723,0.658578408,0.774795542,0.082294771,NAN,NAN,NAN,,,59,,,,,,,,,
1877,DecisionTreeRegressor,0.562439543,0.65844946,0.830855879,0.122172423,NAN,NAN,NAN,,,550,log2,,,,,,,,
828,DecisionTreeRegressor,0.57035183,0.658397203,0.77348833,0.085106655,NAN,NAN,NAN,,,200,,,,,,,,,
2883,DecisionTreeRegressor,0.522502225,0.658315682,0.783327967,0.106755221,NAN,NAN,NAN,,,885,,,,,,,,,
246,DecisionTreeRegressor,0.527750886,0.658277314,0.791944455,0.107879435,NAN,NAN,NAN,,,6,,,,,,,,,
541,DecisionTreeRegressor,0.611715658,0.658151608,0.692957578,0.034171184,NAN,NAN,NAN,,,105,sqrt,,,,,,,,
3071,DecisionTreeRegressor,0.537779235,0.658132079,0.809670065,0.113168137,NAN,NAN,NAN,,,948,log2,,,,,,,,
2285,DecisionTreeRegressor,0.450515083,0.658021278,0.795201416,0.149245844,NAN,NAN,NAN,,,686,log2,,,,,,,,
2631,DecisionTreeRegressor,0.601002234,0.65797102,0.759991533,0.072303264,NAN,NAN,NAN,,,801,,,,,,,,,
1271,DecisionTreeRegressor,0.565805585,0.657895283,0.785359407,0.093057268,NAN,NAN,NAN,,,348,log2,,,,,,,,
840,DecisionTreeRegressor,0.526774831,0.657795833,0.783284362,0.104792624,NAN,NAN,NAN,,,204,,,,,,,,,
3140,DecisionTreeRegressor,0.605416663,0.657587795,0.730401526,0.053071597,NAN,NAN,NAN,,,971,log2,,,,,,,,
1260,DecisionTreeRegressor,0.569195211,0.657411553,0.739528311,0.069671826,NAN,NAN,NAN,,,344,,,,,,,,,
2343,DecisionTreeRegressor,0.569688151,0.657123148,0.759912854,0.078414219,NAN,NAN,NAN,,,705,,,,,,,,,
456,DecisionTreeRegressor,0.599535806,0.657048689,0.767953297,0.078439446,NAN,NAN,NAN,,,76,,,,,,,,,
3108,DecisionTreeRegressor,0.600308263,0.657019215,0.754831885,0.069456945,NAN,NAN,NAN,,,960,,,,,,,,,
2242,DecisionTreeRegressor,0.586567742,0.656897453,0.710908048,0.052056784,NAN,NAN,NAN,,,672,sqrt,,,,,,,,
1773,DecisionTreeRegressor,0.589176344,0.656886582,0.774195495,0.083278821,NAN,NAN,NAN,,,515,,,,,,,,,
414,DecisionTreeRegressor,0.575067806,0.656820146,0.743942876,0.069047463,NAN,NAN,NAN,,,62,,,,,,,,,
1785,DecisionTreeRegressor,0.542643919,0.656743338,0.758835992,0.088667449,NAN,NAN,NAN,,,519,,,,,,,,,
2846,DecisionTreeRegressor,0.640513657,0.6567286,0.679396563,0.016516682,NAN,NAN,NAN,,,873,log2,,,,,,,,
3414,ElasticNet,0.608991479,0.656717741,0.683350784,0.033823261,NAN,NAN,NAN,,,,,,,,,,1,0.9,5
2814,DecisionTreeRegressor,0.558546054,0.656614915,0.767225278,0.085653261,NAN,NAN,NAN,,,862,,,,,,,,,
2714,DecisionTreeRegressor,0.561599392,0.656556935,0.736084438,0.072063964,NAN,NAN,NAN,,,829,log2,,,,,,,,
2661,DecisionTreeRegressor,0.588322046,0.656422836,0.771426556,0.081779089,NAN,NAN,NAN,,,811,,,,,,,,,
1132,DecisionTreeRegressor,0.538672861,0.656417161,0.743686932,0.086426134,NAN,NAN,NAN,,,302,sqrt,,,,,,,,
3196,DecisionTreeRegressor,0.630922605,0.65634952,0.672313124,0.018174331,NAN,NAN,NAN,,,990,sqrt,,,,,,,,
1090,DecisionTreeRegressor,0.543178167,0.656029175,0.738815584,0.0826495,NAN,NAN,NAN,,,288,sqrt,,,,,,,,
3007,DecisionTreeRegressor,0.535165827,0.655936486,0.791149436,0.105002657,NAN,NAN,NAN,,,927,sqrt,,,,,,,,
2367,DecisionTreeRegressor,0.535328304,0.65589846,0.774088377,0.097487922,NAN,NAN,NAN,,,713,,,,,,,,,
1432,DecisionTreeRegressor,0.556952448,0.655894392,0.714410694,0.070351258,NAN,NAN,NAN,,,402,sqrt,,,,,,,,
791,DecisionTreeRegressor,0.615491981,0.655681699,0.684945237,0.02938792,NAN,NAN,NAN,,,188,log2,,,,,,,,
2373,DecisionTreeRegressor,0.581897944,0.655612759,0.771929914,0.083223622,NAN,NAN,NAN,,,715,,,,,,,,,
384,DecisionTreeRegressor,0.57102377,0.655488712,0.77312906,0.085779146,NAN,NAN,NAN,,,52,,,,,,,,,
3014,DecisionTreeRegressor,0.626293637,0.655378137,0.670796834,0.020578294,NAN,NAN,NAN,,,929,log2,,,,,,,,
3151,DecisionTreeRegressor,0.556488925,0.655364386,0.770555398,0.088150484,NAN,NAN,NAN,,,975,sqrt,,,,,,,,
273,DecisionTreeRegressor,0.532347103,0.655341183,0.769561315,0.097040824,NAN,NAN,NAN,,,15,,,,,,,,,
2286,DecisionTreeRegressor,0.505557756,0.65528826,0.770717496,0.11093498,NAN,NAN,NAN,,,686,,,,,,,,,
3411,ElasticNet,0.606218861,0.6552652,0.682037701,0.034729594,NAN,NAN,NAN,,,,,,,,,,1,0.8,5
1344,DecisionTreeRegressor,0.578059869,0.655181938,0.74812804,0.070325887,NAN,NAN,NAN,,,372,,,,,,,,,
669,DecisionTreeRegressor,0.520713596,0.655123353,0.780141934,0.106119151,NAN,NAN,NAN,,,147,,,,,,,,,
2015,DecisionTreeRegressor,0.40104208,0.655104831,0.793880457,0.179905231,NAN,NAN,NAN,,,596,log2,,,,,,,,
2175,DecisionTreeRegressor,0.561302663,0.65505118,0.768825404,0.085896037,NAN,NAN,NAN,,,649,,,,,,,,,
793,DecisionTreeRegressor,0.536318315,0.654972281,0.75789279,0.091138972,NAN,NAN,NAN,,,189,sqrt,,,,,,,,
1374,DecisionTreeRegressor,0.512146354,0.654890224,0.770183805,0.107116666,NAN,NAN,NAN,,,382,,,,,,,,,
1467,DecisionTreeRegressor,0.561065831,0.65485882,0.777166345,0.090497392,NAN,NAN,NAN,,,413,,,,,,,,,
299,DecisionTreeRegressor,0.609752406,0.654754283,0.736306256,0.057769088,NAN,NAN,NAN,,,24,log2,,,,,,,,
871,DecisionTreeRegressor,0.63947544,0.654489566,0.680079081,0.018185032,NAN,NAN,NAN,,,215,sqrt,,,,,,,,
3408,ElasticNet,0.604644864,0.654440062,0.681861022,0.03527075,NAN,NAN,NAN,,,,,,,,,,1,0.7,5
324,DecisionTreeRegressor,0.524972433,0.654399136,0.755984583,0.096343154,NAN,NAN,NAN,,,32,,,,,,,,,
2544,DecisionTreeRegressor,0.528059504,0.654385147,0.774716863,0.100786601,NAN,NAN,NAN,,,772,,,,,,,,,
1795,DecisionTreeRegressor,0.56392207,0.654371592,0.762325642,0.081938191,NAN,NAN,NAN,,,523,sqrt,,,,,,,,
2340,DecisionTreeRegressor,0.533772376,0.654335122,0.779181669,0.100233705,NAN,NAN,NAN,,,704,,,,,,,,,
2235,DecisionTreeRegressor,0.536476661,0.654163167,0.747115638,0.087753534,NAN,NAN,NAN,,,669,,,,,,,,,
1596,DecisionTreeRegressor,0.584295974,0.654102841,0.759058758,0.075551746,NAN,NAN,NAN,,,456,,,,,,,,,
2764,DecisionTreeRegressor,0.546620341,0.654021634,0.818114592,0.117863595,NAN,NAN,NAN,,,846,sqrt,,,,,,,,
3405,ElasticNet,0.603790036,0.653929963,0.681955643,0.035536324,NAN,NAN,NAN,,,,,,,,,,1,0.6,5
2621,DecisionTreeRegressor,0.64461641,0.653910071,0.664904427,0.008369396,NAN,NAN,NAN,,,798,log2,,,,,,,,
3402,ElasticNet,0.603297151,0.653723062,0.682188127,0.035755238,NAN,NAN,NAN,,,,,,,,,,1,0.5,5
1173,DecisionTreeRegressor,0.585713445,0.653718804,0.763667652,0.078470237,NAN,NAN,NAN,,,315,,,,,,,,,
3387,ElasticNet,0.604510302,0.653696721,0.685121832,0.035224544,NAN,NAN,NAN,,,,,,,,,,1,0,5
454,DecisionTreeRegressor,0.584590636,0.653639811,0.757969267,0.075049144,NAN,NAN,NAN,,,76,sqrt,,,,,,,,
2113,DecisionTreeRegressor,0.552954352,0.653562962,0.756441491,0.083088781,NAN,NAN,NAN,,,629,sqrt,,,,,,,,
1966,DecisionTreeRegressor,0.574638205,0.653538841,0.725900698,0.061925505,NAN,NAN,NAN,,,580,sqrt,,,,,,,,
3390,ElasticNet,0.603982097,0.65353383,0.684382908,0.035387517,NAN,NAN,NAN,,,,,,,,,,1,0.1,5
2520,DecisionTreeRegressor,0.541250469,0.653521269,0.749439044,0.085775625,NAN,NAN,NAN,,,764,,,,,,,,,
3399,ElasticNet,0.603041025,0.653404554,0.6825103,0.035756225,NAN,NAN,NAN,,,,,,,,,,1,0.4,5
2961,DecisionTreeRegressor,0.520768673,0.653297597,0.757313597,0.098651289,NAN,NAN,NAN,,,911,,,,,,,,,
2566,DecisionTreeRegressor,0.503959865,0.653269559,0.82908702,0.134049526,NAN,NAN,NAN,,,780,sqrt,,,,,,,,
3393,ElasticNet,0.603394437,0.653247196,0.683411183,0.035509677,NAN,NAN,NAN,,,,,,,,,,1,0.2,5
3396,ElasticNet,0.602891336,0.653074465,0.68284638,0.035690012,NAN,NAN,NAN,,,,,,,,,,1,0.3,5
1923,DecisionTreeRegressor,0.551676563,0.653048487,0.78089934,0.095434517,NAN,NAN,NAN,,,565,,,,,,,,,
1205,DecisionTreeRegressor,0.597754117,0.653043092,0.717089212,0.049110297,NAN,NAN,NAN,,,326,log2,,,,,,,,
1826,DecisionTreeRegressor,0.617115691,0.653023997,0.724228528,0.050349827,NAN,NAN,NAN,,,533,log2,,,,,,,,
893,DecisionTreeRegressor,0.35534167,0.652885196,0.802724678,0.210396851,NAN,NAN,NAN,,,222,log2,,,,,,,,
1686,DecisionTreeRegressor,0.583431263,0.652766129,0.773277887,0.085536506,NAN,NAN,NAN,,,486,,,,,,,,,
1383,DecisionTreeRegressor,0.518871267,0.65273287,0.762983238,0.101047122,NAN,NAN,NAN,,,385,,,,,,,,,
2582,DecisionTreeRegressor,0.507254102,0.65271943,0.830411545,0.133882057,NAN,NAN,NAN,,,785,log2,,,,,,,,
1676,DecisionTreeRegressor,0.636571023,0.652718187,0.684813079,0.022694662,NAN,NAN,NAN,,,483,log2,,,,,,,,
2578,DecisionTreeRegressor,0.578917152,0.652677373,0.708956098,0.054508311,NAN,NAN,NAN,,,784,sqrt,,,,,,,,
3210,DecisionTreeRegressor,0.563648947,0.652637177,0.747033167,0.074963884,NAN,NAN,NAN,,,994,,,,,,,,,
1499,DecisionTreeRegressor,0.62402033,0.652534798,0.704811834,0.037016316,NAN,NAN,NAN,,,424,log2,,,,,,,,
3122,DecisionTreeRegressor,0.537915551,0.652429138,0.733481389,0.083271624,NAN,NAN,NAN,,,965,log2,,,,,,,,
465,DecisionTreeRegressor,0.488026716,0.65230185,0.771559268,0.120048943,NAN,NAN,NAN,,,79,,,,,,,,,
393,DecisionTreeRegressor,0.522879503,0.652162235,0.766645137,0.100065636,NAN,NAN,NAN,,,55,,,,,,,,,
2189,DecisionTreeRegressor,0.596091259,0.652101861,0.729334143,0.056428045,NAN,NAN,NAN,,,654,log2,,,,,,,,
810,DecisionTreeRegressor,0.571194509,0.651928159,0.785053222,0.094842088,NAN,NAN,NAN,,,194,,,,,,,,,
1395,DecisionTreeRegressor,0.538277682,0.651913598,0.760716709,0.090874628,NAN,NAN,NAN,,,389,,,,,,,,,
2758,DecisionTreeRegressor,0.555592101,0.65187845,0.722053431,0.070421097,NAN,NAN,NAN,,,844,sqrt,,,,,,,,
1617,DecisionTreeRegressor,0.566137055,0.651795026,0.759727057,0.0805869,NAN,NAN,NAN,,,463,,,,,,,,,
723,DecisionTreeRegressor,0.513979044,0.651668748,0.765688664,0.104114127,NAN,NAN,NAN,,,165,,,,,,,,,
851,DecisionTreeRegressor,0.562993476,0.651543299,0.771932757,0.088220284,NAN,NAN,NAN,,,208,log2,,,,,,,,
1416,DecisionTreeRegressor,0.596463881,0.651508476,0.736966024,0.061258599,NAN,NAN,NAN,,,396,,,,,,,,,
981,DecisionTreeRegressor,0.484935514,0.651347718,0.791258449,0.126452049,NAN,NAN,NAN,,,251,,,,,,,,,
301,DecisionTreeRegressor,0.527195956,0.651337449,0.746212606,0.091776765,NAN,NAN,NAN,,,25,sqrt,,,,,,,,
1758,DecisionTreeRegressor,0.533151382,0.651180431,0.773666543,0.09824047,NAN,NAN,NAN,,,510,,,,,,,,,
2881,DecisionTreeRegressor,0.547222177,0.651113432,0.773708863,0.093403924,NAN,NAN,NAN,,,885,sqrt,,,,,,,,
2960,DecisionTreeRegressor,0.46690878,0.650856396,0.83501924,0.150280543,NAN,NAN,NAN,,,911,log2,,,,,,,,
1894,DecisionTreeRegressor,0.54667694,0.650650914,0.726348126,0.076026817,NAN,NAN,NAN,,,556,sqrt,,,,,,,,
1077,DecisionTreeRegressor,0.532639165,0.650589317,0.783339343,0.102881556,NAN,NAN,NAN,,,283,,,,,,,,,
2751,DecisionTreeRegressor,0.47211632,0.65056546,0.785488327,0.131583702,NAN,NAN,NAN,,,841,,,,,,,,,
2206,DecisionTreeRegressor,0.581087177,0.650476403,0.732567573,0.062490437,NAN,NAN,NAN,,,660,sqrt,,,,,,,,
2533,DecisionTreeRegressor,0.531903565,0.650317054,0.731086888,0.085561995,NAN,NAN,NAN,,,769,sqrt,,,,,,,,
1149,DecisionTreeRegressor,0.561367378,0.650131008,0.7865832,0.097932599,NAN,NAN,NAN,,,307,,,,,,,,,
1419,DecisionTreeRegressor,0.528248143,0.650077702,0.775065706,0.100787595,NAN,NAN,NAN,,,397,,,,,,,,,
1228,DecisionTreeRegressor,0.619968032,0.649872038,0.705590473,0.039434242,NAN,NAN,NAN,,,334,sqrt,,,,,,,,
2498,DecisionTreeRegressor,0.602847317,0.649870039,0.722838845,0.05230928,NAN,NAN,NAN,,,757,log2,,,,,,,,
510,DecisionTreeRegressor,0.572804138,0.649733549,0.74894327,0.073614118,NAN,NAN,NAN,,,94,,,,,,,,,
1239,DecisionTreeRegressor,0.582628178,0.649714792,0.766187281,0.082674904,NAN,NAN,NAN,,,337,,,,,,,,,
1326,DecisionTreeRegressor,0.53449664,0.649684172,0.720068011,0.082116631,NAN,NAN,NAN,,,366,,,,,,,,,
2949,DecisionTreeRegressor,0.590914864,0.649659695,0.744681323,0.067813644,NAN,NAN,NAN,,,907,,,,,,,,,
2879,DecisionTreeRegressor,0.548294829,0.649521124,0.714285565,0.072504396,NAN,NAN,NAN,,,884,log2,,,,,,,,
3113,DecisionTreeRegressor,0.603773989,0.64945692,0.68467378,0.033846201,NAN,NAN,NAN,,,962,log2,,,,,,,,
1128,DecisionTreeRegressor,0.52277348,0.649293396,0.747686299,0.093949599,NAN,NAN,NAN,,,300,,,,,,,,,
1198,DecisionTreeRegressor,0.584429536,0.649186391,0.772627277,0.087321089,NAN,NAN,NAN,,,324,sqrt,,,,,,,,
1563,DecisionTreeRegressor,0.527197548,0.649083876,0.765172984,0.097239508,NAN,NAN,NAN,,,445,,,,,,,,,
589,DecisionTreeRegressor,0.555184974,0.649019373,0.727961524,0.071317451,NAN,NAN,NAN,,,121,sqrt,,,,,,,,
2648,DecisionTreeRegressor,0.553108652,0.64895536,0.763695142,0.087003366,NAN,NAN,NAN,,,807,log2,,,,,,,,
2002,DecisionTreeRegressor,0.562808238,0.648912881,0.801132528,0.107944468,NAN,NAN,NAN,,,592,sqrt,,,,,,,,
882,DecisionTreeRegressor,0.600890703,0.648838784,0.727734017,0.056217442,NAN,NAN,NAN,,,218,,,,,,,,,
1912,DecisionTreeRegressor,0.432956504,0.648793804,0.825283877,0.162565566,NAN,NAN,NAN,,,562,sqrt,,,,,,,,
2029,DecisionTreeRegressor,0.537754145,0.648768727,0.799310268,0.110377192,NAN,NAN,NAN,,,601,sqrt,,,,,,,,
435,DecisionTreeRegressor,0.501113035,0.648655016,0.742168329,0.105565892,NAN,NAN,NAN,,,69,,,,,,,,,
2971,DecisionTreeRegressor,0.56463351,0.648439767,0.791375046,0.101571361,NAN,NAN,NAN,,,915,sqrt,,,,,,,,
2718,DecisionTreeRegressor,0.524391369,0.648432156,0.757799891,0.095851824,NAN,NAN,NAN,,,830,,,,,,,,,
2803,DecisionTreeRegressor,0.504423168,0.648355563,0.758474228,0.106436246,NAN,NAN,NAN,,,859,sqrt,,,,,,,,
2488,DecisionTreeRegressor,0.50498611,0.648215784,0.790948472,0.116744174,NAN,NAN,NAN,,,754,sqrt,,,,,,,,
816,DecisionTreeRegressor,0.491172995,0.648041398,0.771262563,0.116795102,NAN,NAN,NAN,,,196,,,,,,,,,
1093,DecisionTreeRegressor,0.433979561,0.647987753,0.861790068,0.174652969,NAN,NAN,NAN,,,289,sqrt,,,,,,,,
962,DecisionTreeRegressor,0.496112034,0.647976302,0.754794915,0.110305761,NAN,NAN,NAN,,,245,log2,,,,,,,,
2427,DecisionTreeRegressor,0.568744955,0.647745179,0.758825565,0.080847643,NAN,NAN,NAN,,,733,,,,,,,,,
994,DecisionTreeRegressor,0.534963801,0.647720108,0.728128361,0.082109416,NAN,NAN,NAN,,,256,sqrt,,,,,,,,
2469,DecisionTreeRegressor,0.570539092,0.647656911,0.759707151,0.081081622,NAN,NAN,NAN,,,747,,,,,,,,,
936,DecisionTreeRegressor,0.522937334,0.647590176,0.762107339,0.097903428,NAN,NAN,NAN,,,236,,,,,,,,,
3003,DecisionTreeRegressor,0.562278904,0.647559836,0.766532332,0.086722573,NAN,NAN,NAN,,,925,,,,,,,,,
969,DecisionTreeRegressor,0.468624432,0.647541015,0.818397079,0.142907791,NAN,NAN,NAN,,,247,,,,,,,,,
1962,DecisionTreeRegressor,0.5683305,0.647468608,0.763490387,0.083833761,NAN,NAN,NAN,,,578,,,,,,,,,
920,DecisionTreeRegressor,0.637235765,0.64737541,0.659195921,0.009043638,NAN,NAN,NAN,,,231,log2,,,,,,,,
1242,DecisionTreeRegressor,0.53307152,0.64714153,0.764120768,0.09434789,NAN,NAN,NAN,,,338,,,,,,,,,
662,DecisionTreeRegressor,0.555925114,0.647046912,0.696996053,0.064532386,NAN,NAN,NAN,,,145,log2,,,,,,,,
2007,DecisionTreeRegressor,0.559933997,0.646870471,0.751334927,0.079115956,NAN,NAN,NAN,,,593,,,,,,,,,
2721,DecisionTreeRegressor,0.494335798,0.646599088,0.83646106,0.142179861,NAN,NAN,NAN,,,831,,,,,,,,,
899,DecisionTreeRegressor,0.566286604,0.646472031,0.698071967,0.057472853,NAN,NAN,NAN,,,224,log2,,,,,,,,
2979,DecisionTreeRegressor,0.488479725,0.646453739,0.783691977,0.121408532,NAN,NAN,NAN,,,917,,,,,,,,,
588,DecisionTreeRegressor,0.546595701,0.646419113,0.77502684,0.095451904,NAN,NAN,NAN,,,120,,,,,,,,,
1010,DecisionTreeRegressor,0.568292299,0.64641836,0.776735031,0.092754112,NAN,NAN,NAN,,,261,log2,,,,,,,,
1975,DecisionTreeRegressor,0.495157823,0.64621639,0.763856292,0.112212068,NAN,NAN,NAN,,,583,sqrt,,,,,,,,
2139,DecisionTreeRegressor,0.567407959,0.646052254,0.754240369,0.079083144,NAN,NAN,NAN,,,637,,,,,,,,,
2540,DecisionTreeRegressor,0.550623214,0.646049985,0.715192345,0.069708452,NAN,NAN,NAN,,,771,log2,,,,,,,,
1972,DecisionTreeRegressor,0.490489166,0.645982375,0.809114831,0.130190494,NAN,NAN,NAN,,,582,sqrt,,,,,,,,
2689,DecisionTreeRegressor,0.631449661,0.645940604,0.672587314,0.018866171,NAN,NAN,NAN,,,821,sqrt,,,,,,,,
2898,DecisionTreeRegressor,0.51291881,0.645910486,0.777239336,0.107914809,NAN,NAN,NAN,,,890,,,,,,,,,
1701,DecisionTreeRegressor,0.531281514,0.645806468,0.762499787,0.094406916,NAN,NAN,NAN,,,491,,,,,,,,,
3180,DecisionTreeRegressor,0.495061439,0.64574632,0.755161769,0.110122417,NAN,NAN,NAN,,,984,,,,,,,,,
638,DecisionTreeRegressor,0.444829397,0.645727061,0.793955344,0.147315488,NAN,NAN,NAN,,,137,log2,,,,,,,,
549,DecisionTreeRegressor,0.575511177,0.645709655,0.727425936,0.06255141,NAN,NAN,NAN,,,107,,,,,,,,,
