,estimator,min_score,mean_score,max_score,std_score,C,gamma,kernel,n_neighbors,weights,max_depth,max_features,min_samples_split,n_estimators,learning_rate,min_samples_leaf,loss,alpha,l1_ratio,max_iter
2205,DecisionTreeRegressor,0.613802151,0.685273093,0.773093986,0.066050298,NAN,NAN,NAN,,,659,,,,,,,,,
2536,DecisionTreeRegressor,0.535452227,0.68523615,0.805691813,0.112257052,NAN,NAN,NAN,,,770,sqrt,,,,,,,,
1359,DecisionTreeRegressor,0.579329397,0.68522345,0.783116576,0.083387908,NAN,NAN,NAN,,,377,,,,,,,,,
3018,DecisionTreeRegressor,0.609241768,0.685182123,0.750770902,0.058240824,NAN,NAN,NAN,,,930,,,,,,,,,
861,DecisionTreeRegressor,0.60376022,0.684822441,0.778922881,0.072101715,NAN,NAN,NAN,,,211,,,,,,,,,
3021,DecisionTreeRegressor,0.623015173,0.684669539,0.770509897,0.062596033,NAN,NAN,NAN,,,931,,,,,,,,,
2523,DecisionTreeRegressor,0.614472715,0.68463542,0.769918381,0.064354774,NAN,NAN,NAN,,,765,,,,,,,,,
2733,DecisionTreeRegressor,0.609760869,0.684551804,0.751355782,0.058081112,NAN,NAN,NAN,,,835,,,,,,,,,
2628,DecisionTreeRegressor,0.621413299,0.68450144,0.744006388,0.050112512,NAN,NAN,NAN,,,800,,,,,,,,,
2791,DecisionTreeRegressor,0.619640495,0.684221588,0.75522499,0.055538115,NAN,NAN,NAN,,,855,sqrt,,,,,,,,
2370,DecisionTreeRegressor,0.601796009,0.684131756,0.756396937,0.063516003,NAN,NAN,NAN,,,714,,,,,,,,,
1047,DecisionTreeRegressor,0.631158823,0.683710605,0.775816476,0.06534449,NAN,NAN,NAN,,,273,,,,,,,,,
3262,AdaBoostRegressor,0.594742841,0.683419302,0.73745298,0.063201465,NAN,NAN,NAN,,,,,,50,1,,square,,,
2562,DecisionTreeRegressor,0.599939246,0.683303742,0.762820192,0.066551515,NAN,NAN,NAN,,,778,,,,,,,,,
1096,DecisionTreeRegressor,0.658379908,0.683079052,0.729755963,0.033024254,NAN,NAN,NAN,,,290,sqrt,,,,,,,,
426,DecisionTreeRegressor,0.60873269,0.682994505,0.750858113,0.058198578,NAN,NAN,NAN,,,66,,,,,,,,,
1772,DecisionTreeRegressor,0.506736406,0.682887849,0.786041925,0.125164838,NAN,NAN,NAN,,,515,log2,,,,,,,,
450,DecisionTreeRegressor,0.608295819,0.682784937,0.749028585,0.05774899,NAN,NAN,NAN,,,74,,,,,,,,,
1551,DecisionTreeRegressor,0.612215931,0.682629261,0.751912224,0.057036374,NAN,NAN,NAN,,,441,,,,,,,,,
2493,DecisionTreeRegressor,0.608816487,0.682515491,0.751778564,0.058448251,NAN,NAN,NAN,,,755,,,,,,,,,
1389,DecisionTreeRegressor,0.610230402,0.682406572,0.780672782,0.071986892,NAN,NAN,NAN,,,387,,,,,,,,,
1677,DecisionTreeRegressor,0.597707247,0.682370819,0.767148495,0.069174147,NAN,NAN,NAN,,,483,,,,,,,,,
544,DecisionTreeRegressor,0.487762346,0.681940647,0.780382712,0.137309237,NAN,NAN,NAN,,,106,sqrt,,,,,,,,
2568,DecisionTreeRegressor,0.632365887,0.68186809,0.745073771,0.047022022,NAN,NAN,NAN,,,780,,,,,,,,,
2249,DecisionTreeRegressor,0.634653282,0.681791779,0.72149182,0.035839744,NAN,NAN,NAN,,,674,log2,,,,,,,,
1935,DecisionTreeRegressor,0.604981554,0.68156041,0.765680133,0.065821257,NAN,NAN,NAN,,,569,,,,,,,,,
1256,DecisionTreeRegressor,0.546275357,0.681521924,0.812363428,0.108674648,NAN,NAN,NAN,,,343,log2,,,,,,,,
2466,DecisionTreeRegressor,0.59899192,0.68149862,0.772020916,0.070865815,NAN,NAN,NAN,,,746,,,,,,,,,
2902,DecisionTreeRegressor,0.658259109,0.681337856,0.71894846,0.026822633,NAN,NAN,NAN,,,892,sqrt,,,,,,,,
1979,DecisionTreeRegressor,0.562540521,0.681221609,0.754040354,0.084638693,NAN,NAN,NAN,,,584,log2,,,,,,,,
1876,DecisionTreeRegressor,0.507765571,0.681115476,0.845557511,0.138046758,NAN,NAN,NAN,,,550,sqrt,,,,,,,,
867,DecisionTreeRegressor,0.616941546,0.681040829,0.749163193,0.054054169,NAN,NAN,NAN,,,213,,,,,,,,,
2124,DecisionTreeRegressor,0.619778706,0.68100123,0.772150784,0.065706585,NAN,NAN,NAN,,,632,,,,,,,,,
474,DecisionTreeRegressor,0.607294792,0.680950487,0.765995797,0.065288053,NAN,NAN,NAN,,,82,,,,,,,,,
1674,DecisionTreeRegressor,0.572674706,0.680914504,0.774540546,0.08305671,NAN,NAN,NAN,,,482,,,,,,,,,
856,DecisionTreeRegressor,0.570700192,0.680872816,0.766642294,0.081833008,NAN,NAN,NAN,,,210,sqrt,,,,,,,,
2517,DecisionTreeRegressor,0.607363639,0.680718689,0.760418107,0.062645063,NAN,NAN,NAN,,,763,,,,,,,,,
410,DecisionTreeRegressor,0.567485885,0.680408097,0.778139881,0.086667327,NAN,NAN,NAN,,,61,log2,,,,,,,,
300,DecisionTreeRegressor,0.605809088,0.67979162,0.759345985,0.062804876,NAN,NAN,NAN,,,24,,,,,,,,,
938,DecisionTreeRegressor,0.596922398,0.679780409,0.801159703,0.087715966,NAN,NAN,NAN,,,237,log2,,,,,,,,
1331,DecisionTreeRegressor,0.590192795,0.679597208,0.833569837,0.109346199,NAN,NAN,NAN,,,368,log2,,,,,,,,
2052,DecisionTreeRegressor,0.574696036,0.679450635,0.770760153,0.080605468,NAN,NAN,NAN,,,608,,,,,,,,,
1949,DecisionTreeRegressor,0.630347311,0.679347026,0.758060683,0.056213077,NAN,NAN,NAN,,,574,log2,,,,,,,,
2406,DecisionTreeRegressor,0.632168745,0.679058113,0.756471825,0.055145961,NAN,NAN,NAN,,,726,,,,,,,,,
1514,DecisionTreeRegressor,0.626158698,0.679009203,0.729726591,0.042308311,NAN,NAN,NAN,,,429,log2,,,,,,,,
2481,DecisionTreeRegressor,0.580841263,0.678998385,0.768977075,0.077023529,NAN,NAN,NAN,,,751,,,,,,,,,
1352,DecisionTreeRegressor,0.608388794,0.678865083,0.740821304,0.054399976,NAN,NAN,NAN,,,375,log2,,,,,,,,
1159,DecisionTreeRegressor,0.561295763,0.678704357,0.757163703,0.08457283,NAN,NAN,NAN,,,311,sqrt,,,,,,,,
922,DecisionTreeRegressor,0.547767466,0.678616069,0.76878559,0.094704254,NAN,NAN,NAN,,,232,sqrt,,,,,,,,
2805,DecisionTreeRegressor,0.601696206,0.678548262,0.781621672,0.075758225,NAN,NAN,NAN,,,859,,,,,,,,,
2301,DecisionTreeRegressor,0.58156415,0.678261066,0.781487064,0.081748658,NAN,NAN,NAN,,,691,,,,,,,,,
1332,DecisionTreeRegressor,0.602593962,0.678246738,0.770198972,0.069388347,NAN,NAN,NAN,,,368,,,,,,,,,
2032,DecisionTreeRegressor,0.604913924,0.678105537,0.75190938,0.060012205,NAN,NAN,NAN,,,602,sqrt,,,,,,,,
888,DecisionTreeRegressor,0.605884819,0.678036188,0.758733614,0.062692184,NAN,NAN,NAN,,,220,,,,,,,,,
1356,DecisionTreeRegressor,0.633508737,0.677966808,0.75841321,0.056989191,NAN,NAN,NAN,,,376,,,,,,,,,
1470,DecisionTreeRegressor,0.628482952,0.677466155,0.758597111,0.057778497,NAN,NAN,NAN,,,414,,,,,,,,,
1980,DecisionTreeRegressor,0.63852626,0.677298848,0.739607938,0.044496079,NAN,NAN,NAN,,,584,,,,,,,,,
1448,DecisionTreeRegressor,0.616116766,0.67728954,0.772966962,0.068524565,NAN,NAN,NAN,,,407,log2,,,,,,,,
2966,DecisionTreeRegressor,0.631501176,0.677255406,0.756673736,0.05637373,NAN,NAN,NAN,,,913,log2,,,,,,,,
792,DecisionTreeRegressor,0.605110986,0.677166828,0.761692141,0.06452922,NAN,NAN,NAN,,,188,,,,,,,,,
501,DecisionTreeRegressor,0.618106024,0.677053542,0.766233731,0.06414029,NAN,NAN,NAN,,,91,,,,,,,,,
1700,DecisionTreeRegressor,0.553142075,0.676863152,0.783538346,0.094828027,NAN,NAN,NAN,,,491,log2,,,,,,,,
1934,DecisionTreeRegressor,0.609335595,0.676819279,0.760829514,0.062941491,NAN,NAN,NAN,,,569,log2,,,,,,,,
2526,DecisionTreeRegressor,0.601160581,0.676717229,0.757027319,0.06372104,NAN,NAN,NAN,,,766,,,,,,,,,
2769,DecisionTreeRegressor,0.620414157,0.67646069,0.727578555,0.043888274,NAN,NAN,NAN,,,847,,,,,,,,,
2058,DecisionTreeRegressor,0.568448916,0.676385947,0.773883622,0.084192596,NAN,NAN,NAN,,,610,,,,,,,,,
3083,DecisionTreeRegressor,0.497444347,0.676101843,0.812972955,0.132159378,NAN,NAN,NAN,,,952,log2,,,,,,,,
804,DecisionTreeRegressor,0.608860359,0.676030559,0.777111364,0.072753222,NAN,NAN,NAN,,,192,,,,,,,,,
621,DecisionTreeRegressor,0.597053206,0.675994926,0.779469844,0.076465093,NAN,NAN,NAN,,,131,,,,,,,,,
2475,DecisionTreeRegressor,0.609994947,0.675800122,0.767795939,0.06703109,NAN,NAN,NAN,,,749,,,,,,,,,
1781,DecisionTreeRegressor,0.482903169,0.675727789,0.796450759,0.137784877,NAN,NAN,NAN,,,518,log2,,,,,,,,
2694,DecisionTreeRegressor,0.606289635,0.675711449,0.766492519,0.067123788,NAN,NAN,NAN,,,822,,,,,,,,,
2280,DecisionTreeRegressor,0.619163907,0.675604624,0.779668911,0.073672553,NAN,NAN,NAN,,,684,,,,,,,,,
3078,DecisionTreeRegressor,0.586790839,0.675603329,0.731900222,0.063545948,NAN,NAN,NAN,,,950,,,,,,,,,
1908,DecisionTreeRegressor,0.600448709,0.675543479,0.783619933,0.078331637,NAN,NAN,NAN,,,560,,,,,,,,,
2759,DecisionTreeRegressor,0.60365316,0.675510487,0.740434941,0.056055701,NAN,NAN,NAN,,,844,log2,,,,,,,,
357,DecisionTreeRegressor,0.583049854,0.675390296,0.748420954,0.068879368,NAN,NAN,NAN,,,43,,,,,,,,,
2664,DecisionTreeRegressor,0.611005612,0.675376719,0.758436908,0.06162228,NAN,NAN,NAN,,,812,,,,,,,,,
2130,DecisionTreeRegressor,0.607242469,0.675356896,0.781524982,0.07606865,NAN,NAN,NAN,,,634,,,,,,,,,
2705,DecisionTreeRegressor,0.62457148,0.675328675,0.776157735,0.071297461,NAN,NAN,NAN,,,826,log2,,,,,,,,
2591,DecisionTreeRegressor,0.610737111,0.675310084,0.731774146,0.049744727,NAN,NAN,NAN,,,788,log2,,,,,,,,
1709,DecisionTreeRegressor,0.563782477,0.675222154,0.811521656,0.102655357,NAN,NAN,NAN,,,494,log2,,,,,,,,
2187,DecisionTreeRegressor,0.595243924,0.675215639,0.779577909,0.077205047,NAN,NAN,NAN,,,653,,,,,,,,,
570,DecisionTreeRegressor,0.603852474,0.675210223,0.73092953,0.053044417,NAN,NAN,NAN,,,114,,,,,,,,,
2506,DecisionTreeRegressor,0.555705282,0.675079164,0.745074281,0.084828656,NAN,NAN,NAN,,,760,sqrt,,,,,,,,
1920,DecisionTreeRegressor,0.564585258,0.675044045,0.778058358,0.087308863,NAN,NAN,NAN,,,564,,,,,,,,,
3084,DecisionTreeRegressor,0.601955068,0.675014452,0.751690406,0.061182664,NAN,NAN,NAN,,,952,,,,,,,,,
2954,DecisionTreeRegressor,0.646531716,0.674936502,0.699038868,0.021650764,NAN,NAN,NAN,,,909,log2,,,,,,,,
1814,DecisionTreeRegressor,0.618854098,0.67483026,0.781131586,0.075201784,NAN,NAN,NAN,,,529,log2,,,,,,,,
2371,DecisionTreeRegressor,0.527265017,0.674690257,0.838752104,0.127707045,NAN,NAN,NAN,,,715,sqrt,,,,,,,,
3192,DecisionTreeRegressor,0.593280425,0.674265212,0.779642369,0.078012539,NAN,NAN,NAN,,,988,,,,,,,,,
2142,DecisionTreeRegressor,0.613434512,0.67419801,0.758416054,0.061468142,NAN,NAN,NAN,,,638,,,,,,,,,
2849,DecisionTreeRegressor,0.563347166,0.674167672,0.738462824,0.078697013,NAN,NAN,NAN,,,874,log2,,,,,,,,
471,DecisionTreeRegressor,0.565958054,0.674122998,0.773187833,0.084845563,NAN,NAN,NAN,,,81,,,,,,,,,
2121,DecisionTreeRegressor,0.581606834,0.674015583,0.769111682,0.076572116,NAN,NAN,NAN,,,631,,,,,,,,,
2535,DecisionTreeRegressor,0.598711027,0.673851788,0.782911821,0.078931915,NAN,NAN,NAN,,,769,,,,,,,,,
1566,DecisionTreeRegressor,0.601358858,0.673841536,0.752193763,0.061717803,NAN,NAN,NAN,,,446,,,,,,,,,
2600,DecisionTreeRegressor,0.597894509,0.673670498,0.802902968,0.09183432,NAN,NAN,NAN,,,791,log2,,,,,,,,
3027,DecisionTreeRegressor,0.569107087,0.673547342,0.77369119,0.083576345,NAN,NAN,NAN,,,933,,,,,,,,,
1638,DecisionTreeRegressor,0.616064443,0.673531635,0.757861508,0.060925116,NAN,NAN,NAN,,,470,,,,,,,,,
2372,DecisionTreeRegressor,0.605879311,0.673520097,0.727523617,0.050588639,NAN,NAN,NAN,,,715,log2,,,,,,,,
665,DecisionTreeRegressor,0.624922994,0.673505834,0.705528478,0.034928414,NAN,NAN,NAN,,,146,log2,,,,,,,,
2670,DecisionTreeRegressor,0.623757337,0.673483079,0.750478936,0.055210719,NAN,NAN,NAN,,,814,,,,,,,,,
3088,DecisionTreeRegressor,0.594496041,0.673407838,0.713319419,0.055800308,NAN,NAN,NAN,,,954,sqrt,,,,,,,,
3213,DecisionTreeRegressor,0.591769936,0.673349777,0.750425851,0.06484925,NAN,NAN,NAN,,,995,,,,,,,,,
1762,DecisionTreeRegressor,0.63703008,0.673066352,0.702669485,0.02718053,NAN,NAN,NAN,,,512,sqrt,,,,,,,,
2559,DecisionTreeRegressor,0.572878492,0.673034555,0.78941565,0.089142298,NAN,NAN,NAN,,,777,,,,,,,,,
483,DecisionTreeRegressor,0.57723509,0.673026142,0.764924623,0.076673352,NAN,NAN,NAN,,,85,,,,,,,,,
2946,DecisionTreeRegressor,0.602840432,0.672553305,0.761931022,0.066420296,NAN,NAN,NAN,,,906,,,,,,,,,
1272,DecisionTreeRegressor,0.59804184,0.672353256,0.765107576,0.069439881,NAN,NAN,NAN,,,348,,,,,,,,,
2586,DecisionTreeRegressor,0.596144434,0.672219286,0.763503658,0.069165379,NAN,NAN,NAN,,,786,,,,,,,,,
1557,DecisionTreeRegressor,0.579129742,0.67209188,0.773925331,0.07977199,NAN,NAN,NAN,,,443,,,,,,,,,
2169,DecisionTreeRegressor,0.606873453,0.672015753,0.763002197,0.066307294,NAN,NAN,NAN,,,647,,,,,,,,,
2070,DecisionTreeRegressor,0.600839757,0.671985505,0.779072656,0.077073904,NAN,NAN,NAN,,,614,,,,,,,,,
2091,DecisionTreeRegressor,0.581865697,0.671973791,0.75978583,0.072653733,NAN,NAN,NAN,,,621,,,,,,,,,
690,DecisionTreeRegressor,0.570382122,0.671921372,0.772932836,0.082691825,NAN,NAN,NAN,,,154,,,,,,,,,
3054,DecisionTreeRegressor,0.55225625,0.671906058,0.77776734,0.092579355,NAN,NAN,NAN,,,942,,,,,,,,,
657,DecisionTreeRegressor,0.571456126,0.671819597,0.766952271,0.079896627,NAN,NAN,NAN,,,143,,,,,,,,,
2640,DecisionTreeRegressor,0.569678512,0.671695014,0.783926119,0.087763936,NAN,NAN,NAN,,,804,,,,,,,,,
2963,DecisionTreeRegressor,0.500134039,0.671675921,0.79738879,0.125606052,NAN,NAN,NAN,,,912,log2,,,,,,,,
315,DecisionTreeRegressor,0.616750153,0.671645655,0.731464169,0.046961001,NAN,NAN,NAN,,,29,,,,,,,,,
1328,DecisionTreeRegressor,0.631319889,0.671517867,0.740342593,0.048895163,NAN,NAN,NAN,,,367,log2,,,,,,,,
3073,DecisionTreeRegressor,0.575178919,0.671482876,0.728739784,0.068501771,NAN,NAN,NAN,,,949,sqrt,,,,,,,,
354,DecisionTreeRegressor,0.579904952,0.671320118,0.780414942,0.082806971,NAN,NAN,NAN,,,42,,,,,,,,,
2283,DecisionTreeRegressor,0.613894406,0.671313026,0.765307591,0.067006657,NAN,NAN,NAN,,,685,,,,,,,,,
3183,DecisionTreeRegressor,0.600579517,0.671226591,0.785232383,0.081380399,NAN,NAN,NAN,,,985,,,,,,,,,
309,DecisionTreeRegressor,0.616211774,0.67103265,0.755812057,0.060801288,NAN,NAN,NAN,,,27,,,,,,,,,
2028,DecisionTreeRegressor,0.572039943,0.671027033,0.763602244,0.078336296,NAN,NAN,NAN,,,600,,,,,,,,,
263,DecisionTreeRegressor,0.570352157,0.670964026,0.739195025,0.072633184,NAN,NAN,NAN,,,12,log2,,,,,,,,
462,DecisionTreeRegressor,0.622691595,0.670907535,0.756555244,0.060721891,NAN,NAN,NAN,,,78,,,,,,,,,
2574,DecisionTreeRegressor,0.601565397,0.670907388,0.775689451,0.075373716,NAN,NAN,NAN,,,782,,,,,,,,,
2275,DecisionTreeRegressor,0.59552344,0.670790042,0.773621042,0.075275211,NAN,NAN,NAN,,,683,sqrt,,,,,,,,
1380,DecisionTreeRegressor,0.559917474,0.670135448,0.769245342,0.085817952,NAN,NAN,NAN,,,384,,,,,,,,,
818,DecisionTreeRegressor,0.648649431,0.670132155,0.683078369,0.015296883,NAN,NAN,NAN,,,197,log2,,,,,,,,
633,DecisionTreeRegressor,0.611000104,0.67010496,0.772038927,0.072383816,NAN,NAN,NAN,,,135,,,,,,,,,
2274,DecisionTreeRegressor,0.573035461,0.670093079,0.75034338,0.073354795,NAN,NAN,NAN,,,682,,,,,,,,,
1800,DecisionTreeRegressor,0.572300182,0.670042586,0.76777698,0.079803069,NAN,NAN,NAN,,,524,,,,,,,,,
942,DecisionTreeRegressor,0.565659261,0.669985879,0.766329473,0.082117517,NAN,NAN,NAN,,,238,,,,,,,,,
1476,DecisionTreeRegressor,0.604890677,0.669962061,0.755955196,0.063421405,NAN,NAN,NAN,,,416,,,,,,,,,
1023,DecisionTreeRegressor,0.574342165,0.669788863,0.751441097,0.072955344,NAN,NAN,NAN,,,265,,,,,,,,,
1443,DecisionTreeRegressor,0.585762401,0.669785096,0.771768764,0.076991511,NAN,NAN,NAN,,,405,,,,,,,,,
846,DecisionTreeRegressor,0.607997025,0.669738683,0.779347559,0.07771188,NAN,NAN,NAN,,,206,,,,,,,,,
1862,DecisionTreeRegressor,0.507105423,0.669625981,0.827277399,0.130755,NAN,NAN,NAN,,,545,log2,,,,,,,,
2119,DecisionTreeRegressor,0.533619537,0.669526956,0.772433271,0.100249038,NAN,NAN,NAN,,,631,sqrt,,,,,,,,
639,DecisionTreeRegressor,0.566616226,0.669296686,0.776512265,0.085749683,NAN,NAN,NAN,,,137,,,,,,,,,
876,DecisionTreeRegressor,0.606158827,0.66925004,0.76154995,0.066715621,NAN,NAN,NAN,,,216,,,,,,,,,
1986,DecisionTreeRegressor,0.616686814,0.669197583,0.768199762,0.07004823,NAN,NAN,NAN,,,586,,,,,,,,,
1866,DecisionTreeRegressor,0.568618278,0.669164592,0.793852018,0.093522384,NAN,NAN,NAN,,,546,,,,,,,,,
2133,DecisionTreeRegressor,0.601394658,0.669097466,0.730218573,0.05279766,NAN,NAN,NAN,,,635,,,,,,,,,
318,DecisionTreeRegressor,0.608483081,0.669034816,0.764402307,0.068248584,NAN,NAN,NAN,,,30,,,,,,,,,
1723,DecisionTreeRegressor,0.505918511,0.668931953,0.765903898,0.115957492,NAN,NAN,NAN,,,499,sqrt,,,,,,,,
1857,DecisionTreeRegressor,0.590432939,0.668838173,0.760168798,0.069894515,NAN,NAN,NAN,,,543,,,,,,,,,
281,DecisionTreeRegressor,0.608807781,0.668781755,0.708238718,0.043107143,NAN,NAN,NAN,,,18,log2,,,,,,,,
2184,DecisionTreeRegressor,0.61766581,0.668662891,0.747341248,0.056442417,NAN,NAN,NAN,,,652,,,,,,,,,
445,DecisionTreeRegressor,0.56115864,0.668572392,0.790818604,0.094343084,NAN,NAN,NAN,,,73,sqrt,,,,,,,,
1092,DecisionTreeRegressor,0.520332187,0.668557216,0.836047757,0.129608257,NAN,NAN,NAN,,,288,,,,,,,,,
2634,DecisionTreeRegressor,0.574989321,0.66855124,0.782708013,0.08604214,NAN,NAN,NAN,,,802,,,,,,,,,
234,DecisionTreeRegressor,0.612277851,0.668484633,0.746136467,0.056712432,NAN,NAN,NAN,,,2,,,,,,,,,
2736,DecisionTreeRegressor,0.60384972,0.668471552,0.762771847,0.06818929,NAN,NAN,NAN,,,836,,,,,,,,,
2008,DecisionTreeRegressor,0.422003865,0.668402616,0.807114499,0.174690004,NAN,NAN,NAN,,,594,sqrt,,,,,,,,
1107,DecisionTreeRegressor,0.590850148,0.668184986,0.744451921,0.062712208,NAN,NAN,NAN,,,293,,,,,,,,,
2236,DecisionTreeRegressor,0.539664248,0.668089259,0.796154747,0.104712116,NAN,NAN,NAN,,,670,sqrt,,,,,,,,
1056,DecisionTreeRegressor,0.605819371,0.667975966,0.74975376,0.06037671,NAN,NAN,NAN,,,276,,,,,,,,,
1286,DecisionTreeRegressor,0.553850732,0.667799244,0.736286349,0.081120254,NAN,NAN,NAN,,,353,log2,,,,,,,,
1808,DecisionTreeRegressor,0.61811473,0.667765459,0.735222759,0.049439378,NAN,NAN,NAN,,,527,log2,,,,,,,,
2409,DecisionTreeRegressor,0.567091266,0.667687003,0.790625224,0.092614785,NAN,NAN,NAN,,,727,,,,,,,,,
329,DecisionTreeRegressor,0.602135552,0.667620136,0.751499869,0.062349611,NAN,NAN,NAN,,,34,log2,,,,,,,,
429,DecisionTreeRegressor,0.613915067,0.667598436,0.763677131,0.068094012,NAN,NAN,NAN,,,67,,,,,,,,,
3030,DecisionTreeRegressor,0.607545393,0.667415218,0.766240366,0.070399628,NAN,NAN,NAN,,,934,,,,,,,,,
2352,DecisionTreeRegressor,0.600834249,0.667368892,0.761160345,0.06823154,NAN,NAN,NAN,,,708,,,,,,,,,
1002,DecisionTreeRegressor,0.569086433,0.667353011,0.77051274,0.082304704,NAN,NAN,NAN,,,258,,,,,,,,,
270,DecisionTreeRegressor,0.611775513,0.667098913,0.773604811,0.075330014,NAN,NAN,NAN,,,14,,,,,,,,,
918,DecisionTreeRegressor,0.608977398,0.667052357,0.758654935,0.065543457,NAN,NAN,NAN,,,230,,,,,,,,,
2328,DecisionTreeRegressor,0.567760452,0.666932845,0.776348271,0.085463089,NAN,NAN,NAN,,,700,,,,,,,,,
759,DecisionTreeRegressor,0.574562474,0.666776837,0.7690804,0.079731424,NAN,NAN,NAN,,,177,,,,,,,,,
2822,DecisionTreeRegressor,0.503076183,0.666697415,0.791218636,0.120839084,NAN,NAN,NAN,,,865,log2,,,,,,,,
3388,ElasticNet,0.610229317,0.666659196,0.705152861,0.040774997,NAN,NAN,NAN,,,,,,,,,,1,0,10
2220,DecisionTreeRegressor,0.601145435,0.666382795,0.75837624,0.066919342,NAN,NAN,NAN,,,664,,,,,,,,,
327,DecisionTreeRegressor,0.606503059,0.666379849,0.774094065,0.076323875,NAN,NAN,NAN,,,33,,,,,,,,,
711,DecisionTreeRegressor,0.557613874,0.666271533,0.761083562,0.083641117,NAN,NAN,NAN,,,161,,,,,,,,,
2538,DecisionTreeRegressor,0.611521945,0.666148425,0.771153549,0.074270084,NAN,NAN,NAN,,,770,,,,,,,,,
2163,DecisionTreeRegressor,0.569834105,0.666000057,0.75681498,0.076428341,NAN,NAN,NAN,,,645,,,,,,,,,
2050,DecisionTreeRegressor,0.652693466,0.665996259,0.677132878,0.010094237,NAN,NAN,NAN,,,608,sqrt,,,,,,,,
365,DecisionTreeRegressor,0.526210291,0.665916205,0.821717719,0.121176074,NAN,NAN,NAN,,,46,log2,,,,,,,,
2958,DecisionTreeRegressor,0.596987114,0.665851193,0.758269123,0.067916907,NAN,NAN,NAN,,,910,,,,,,,,,
2672,DecisionTreeRegressor,0.584321538,0.665840974,0.729309497,0.060551651,NAN,NAN,NAN,,,815,log2,,,,,,,,
3391,ElasticNet,0.609922596,0.665825359,0.703938057,0.040390523,NAN,NAN,NAN,,,,,,,,,,1,0.1,10
739,DecisionTreeRegressor,0.590856644,0.665810707,0.773494966,0.078071072,NAN,NAN,NAN,,,171,sqrt,,,,,,,,
2595,DecisionTreeRegressor,0.570485392,0.665486743,0.768234836,0.080916499,NAN,NAN,NAN,,,789,,,,,,,,,
1038,DecisionTreeRegressor,0.604443176,0.665388514,0.744704074,0.058716146,NAN,NAN,NAN,,,270,,,,,,,,,
1392,DecisionTreeRegressor,0.609503384,0.665293347,0.747931816,0.059616773,NAN,NAN,NAN,,,388,,,,,,,,,
1141,DecisionTreeRegressor,0.637124989,0.665164494,0.684599777,0.020314008,NAN,NAN,NAN,,,305,sqrt,,,,,,,,
1521,DecisionTreeRegressor,0.595314147,0.665139557,0.762249531,0.070829331,NAN,NAN,NAN,,,431,,,,,,,,,
2346,DecisionTreeRegressor,0.582366898,0.665115611,0.752325527,0.069456992,NAN,NAN,NAN,,,706,,,,,,,,,
3394,ElasticNet,0.609490652,0.664869702,0.702765015,0.040035713,NAN,NAN,NAN,,,,,,,,,,1,0.2,10
1852,DecisionTreeRegressor,0.62560099,0.66485826,0.736628557,0.050823897,NAN,NAN,NAN,,,542,sqrt,,,,,,,,
1084,DecisionTreeRegressor,0.634840225,0.664775221,0.694326648,0.024286745,NAN,NAN,NAN,,,286,sqrt,,,,,,,,
1944,DecisionTreeRegressor,0.573021692,0.664745563,0.761815373,0.077167341,NAN,NAN,NAN,,,572,,,,,,,,,
822,DecisionTreeRegressor,0.605137021,0.66474042,0.754761738,0.064760205,NAN,NAN,NAN,,,198,,,,,,,,,
2289,DecisionTreeRegressor,0.591489043,0.664596884,0.775864821,0.079961456,NAN,NAN,NAN,,,687,,,,,,,,,
2082,DecisionTreeRegressor,0.585620578,0.664325633,0.758878649,0.071614515,NAN,NAN,NAN,,,618,,,,,,,,,
2598,DecisionTreeRegressor,0.584379966,0.664240682,0.767922015,0.076800552,NAN,NAN,NAN,,,790,,,,,,,,,
648,DecisionTreeRegressor,0.570358714,0.664226025,0.783995318,0.089119149,NAN,NAN,NAN,,,140,,,,,,,,,
3397,ElasticNet,0.609200197,0.664129363,0.701503498,0.039674586,NAN,NAN,NAN,,,,,,,,,,1,0.3,10
2909,DecisionTreeRegressor,0.525667874,0.664113774,0.775790899,0.103851841,NAN,NAN,NAN,,,894,log2,,,,,,,,
1818,DecisionTreeRegressor,0.596368769,0.664108757,0.787087505,0.087108742,NAN,NAN,NAN,,,530,,,,,,,,,
1407,DecisionTreeRegressor,0.569780405,0.663980236,0.785202048,0.089997266,NAN,NAN,NAN,,,393,,,,,,,,,
1644,DecisionTreeRegressor,0.571946312,0.663776804,0.778277333,0.085746022,NAN,NAN,NAN,,,472,,,,,,,,,
2201,DecisionTreeRegressor,0.526444765,0.663775264,0.783899503,0.1058073,NAN,NAN,NAN,,,658,log2,,,,,,,,
2750,DecisionTreeRegressor,0.457285435,0.663735244,0.766997772,0.145982063,NAN,NAN,NAN,,,841,log2,,,,,,,,
2970,DecisionTreeRegressor,0.59225186,0.663731734,0.752053467,0.066316788,NAN,NAN,NAN,,,914,,,,,,,,,
3400,ElasticNet,0.609281215,0.663700655,0.701049189,0.039360743,NAN,NAN,NAN,,,,,,,,,,1,0.4,10
1308,DecisionTreeRegressor,0.573814802,0.66367715,0.769225435,0.080543427,NAN,NAN,NAN,,,360,,,,,,,,,
369,DecisionTreeRegressor,0.57017696,0.663458201,0.7672613,0.080802605,NAN,NAN,NAN,,,47,,,,,,,,,
747,DecisionTreeRegressor,0.600900341,0.663446365,0.750609752,0.06354913,NAN,NAN,NAN,,,173,,,,,,,,,
